vwap,transactions,ticker,timestamp,open,high,low,close,volume,sma_close_20
,183340,AMZN,2018-12-27 00:00:00+00:00,1454.2,1469.0,1390.31,1461.64,9722034,424.3046452685873
,194627,AMZN,2018-12-27 00:00:00+00:00,1454.2,1469.0,1390.31,1461.64,9722034,428.4114348914153
,175486,AMZN,2019-06-03 00:00:00+00:00,1760.01,1766.29,1672.0,1692.69,9098708,-42.00148356255664
,210677,AMZN,2018-07-26 00:00:00+00:00,1839.0,1844.68,1804.5,1808.0,9924371,355.132014424802
,181860,AMZN,2018-10-29 00:00:00+00:00,1660.0,1665.74,1495.0,1538.88,13866077,548.3752428253428
201.2063,501431,AMZN,2024-11-18 00:00:00+00:00,204.15,204.67,200.95,201.7,36512465,361.9931792026315
,119141,AMZN,2020-07-31 00:00:00+00:00,3244.0,3246.82,3151.0,3164.68,8083369,336.0195680062016
219.4299,654274,AMZN,2025-08-06 00:00:00+00:00,214.695,222.65,213.7409,222.31,54823045,-201.9722004056586
84.3744,380672,AMZN,2008-01-10 00:00:00+00:00,83.98,85.97,82.97,84.26,11609900,-294.20664801823176
,153111,AMZN,2018-12-27 00:00:00+00:00,1454.2,1469.0,1390.31,1461.64,9722034,306.44446040893456
,183340,AMZN,2018-09-05 00:00:00+00:00,2038.11,2040.38,1989.89,1994.82,8220576,408.32288242746023
180.3627,398795,AMZN,2011-02-08 00:00:00+00:00,176.66,183.11,176.59,183.06,7794900,1317.2545
182.7658,688982,AMZN,2025-04-30 00:00:00+00:00,182.17,185.05,178.85,184.42,55176543,1315.7705
,182856,AMZN,2020-09-18 00:00:00+00:00,3031.74,3037.8,2905.54,2954.91,8892580,1451.413
,163328,AMZN,2022-01-21 00:00:00+00:00,2999.0,3018.0,2841.408,2852.86,8198572,1479.8899999999999
90.8684,279633,AMZN,2007-10-12 00:00:00+00:00,89.42,92.39,88.9187,92.37,8359900,1319.7775000000001
228.0808,358454,AMZN,2011-10-25 00:00:00+00:00,238.59,239.01,225.89,227.15,14012600,1254.191
,165931,AMZN,2018-10-29 00:00:00+00:00,1660.0,1665.74,1495.0,1538.88,13866077,1319.7775
,177373,AMZN,2018-10-29 00:00:00+00:00,1660.0,1665.74,1495.0,1538.88,13866077,1306.3215
233.0997,394809,AMZN,2011-09-29 00:00:00+00:00,234.17,234.3,216.29,222.44,9378500,1244.3615
236.6232,268955,AMZN,2025-01-28 00:00:00+00:00,234.29,241.77,233.98,238.15,41587188,1183.1870000000001
,495018,AMZN,2025-08-07 00:00:00+00:00,221.0,226.22,220.82,223.13,40603513,1121.2615
,119141,AMZN,2018-07-27 00:00:00+00:00,1876.05,1880.05,1806.53,1817.27,9680959,1127.4904999999999
,182392,AMZN,2020-03-20 00:00:00+00:00,1926.31,1957.0,1820.73,1846.09,9817850,1129.395
,175486,AMZN,2018-10-29 00:00:00+00:00,1660.0,1665.74,1495.0,1538.88,13866077,1129.395
,183340,AMZN,2020-02-27 00:00:00+00:00,1934.38,1975.0,1882.76,1884.3,8143993,1213.525
,690825,AMZN,2025-08-07 00:00:00+00:00,221.0,226.22,220.82,223.13,40603513,1066.4475
,203084,AMZN,2018-09-05 00:00:00+00:00,2038.11,2040.38,1989.89,1994.82,8220576,1155.0729999999999
,289687,AMZN,2024-04-12 00:00:00+00:00,187.72,188.38,185.08,186.13,38608849,1160.1665
,179458,AMZN,2018-09-05 00:00:00+00:00,2038.11,2040.38,1989.89,1994.82,8220576,1186.8255000000001
,197011,AMZN,2020-02-27 00:00:00+00:00,1934.38,1975.0,1882.76,1884.3,8143993,1181.2995
,203084,AMZN,2018-07-26 00:00:00+00:00,1839.0,1844.68,1804.5,1808.0,9924371,1262.5465
193.7991,243138,AMZN,2024-07-01 00:00:00+00:00,193.49,198.2957,192.82,197.2,41192011,1263.1855
220.6316,673189,AMZN,2025-06-30 00:00:00+00:00,223.52,223.82,219.12,219.39,58887780,1126.4095000000002
229.9932,598029,AMZN,2011-09-28 00:00:00+00:00,226.35,235.81,225.6,229.71,14436900,995.2520000000001
193.9353,491447,AMZN,2024-09-24 00:00:00+00:00,194.27,195.37,190.13,193.96,43478926,1000.3314999999999
,191741,AMZN,2018-11-01 00:00:00+00:00,1623.53,1670.45,1598.44,1665.53,8135539,1072.2505
,191741,AMZN,2020-02-27 00:00:00+00:00,1934.38,1975.0,1882.76,1884.3,8143993,1089.5215
,508912,AMZN,2025-06-30 00:00:00+00:00,223.52,223.82,219.12,219.39,58887780,1023.5469999999999
194.5166,557550,AMZN,2025-03-17 00:00:00+00:00,198.77,199.0,194.3247,195.74,47341752,1022.2120000000001
184.7411,275318,AMZN,2011-11-22 00:00:00+00:00,186.95,194.04,183.58,192.34,9915600,1019.9215
173.247,617509,AMZN,2025-04-22 00:00:00+00:00,169.845,176.78,169.35,173.18,56607202,1017.424
227.8553,362555,AMZN,2025-11-18 00:00:00+00:00,228.1,230.2,222.42,222.55,60608442,937.6880000000001
204.215,411503,AMZN,2024-11-26 00:00:00+00:00,201.9,208.0,201.79,207.86,41673737,855.7765000000002
221.3182,589620,AMZN,2025-08-07 00:00:00+00:00,221.0,226.22,220.82,223.13,40603513,789.9889999999999
,179458,AMZN,2018-11-01 00:00:00+00:00,1623.53,1670.45,1598.44,1665.53,8135539,779.0505
,185213,AMZN,2018-09-05 00:00:00+00:00,2038.11,2040.38,1989.89,1994.82,8220576,867.635
,185213,AMZN,2020-02-27 00:00:00+00:00,1934.38,1975.0,1882.76,1884.3,8143993,862.109
,171749,AMZN,2018-12-27 00:00:00+00:00,1454.2,1469.0,1390.31,1461.64,9722034,925.8844999999999
,146705,AMZN,2018-07-27 00:00:00+00:00,1876.05,1880.05,1806.53,1817.27,9680959,917.007
183.5563,330693,AMZN,2024-04-04 00:00:00+00:00,184.0,185.1,180.0,180.0,41197087,831.792
218.7149,721783,AMZN,2024-12-04 00:00:00+00:00,215.96,220.0,215.75,218.16,48745716,752.3
,168767,AMZN,2018-10-31 00:00:00+00:00,1569.99,1623.91,1565.09,1598.01,9390211,822.3405
,182856,AMZN,2018-10-31 00:00:00+00:00,1569.99,1623.91,1565.09,1598.01,9390211,891.2715000000001
,175486,AMZN,2018-10-31 00:00:00+00:00,1569.99,1623.91,1565.09,1598.01,9390211,959.6865
,177373,AMZN,2018-10-31 00:00:00+00:00,1569.99,1623.91,1565.09,1598.01,9390211,1029.8890000000001
,179458,AMZN,2018-10-31 00:00:00+00:00,1569.99,1623.91,1565.09,1598.01,9390211,1026.513
,168767,AMZN,2018-11-01 00:00:00+00:00,1623.53,1670.45,1598.44,1665.53,8135539,1015.5745
,182856,AMZN,2018-11-01 00:00:00+00:00,1623.53,1670.45,1598.44,1665.53,8135539,1087.8815
,182856,AMZN,2018-11-07 00:00:00+00:00,1673.0,1759.23,1664.08,1755.49,8192234,1165.869
,175486,AMZN,2018-11-01 00:00:00+00:00,1623.53,1670.45,1598.44,1665.53,8135539,1239.5285
,119141,AMZN,2018-09-05 00:00:00+00:00,2038.11,2040.38,1989.89,1994.82,8220576,1330.6105000000002
205.1037,402368,AMZN,2012-03-27 00:00:00+00:00,203.59,209.85,202.88,205.44,9600800,1329.7549999999999
224.5234,624651,AMZN,2025-10-08 00:00:00+00:00,222.92,226.73,221.19,225.22,46685985,1330.623
212.6394,379347,AMZN,2025-03-03 00:00:00+00:00,213.352,214.01,202.55,205.02,42948447,1329.7175000000002
227.706,572754,AMZN,2024-12-09 00:00:00+00:00,227.21,230.08,225.67,226.09,46819363,1257.7455
216.0944,572822,AMZN,2025-06-26 00:00:00+00:00,213.12,218.035,212.01,217.12,50480814,1168.8605
,155456,AMZN,2018-04-27 00:00:00+00:00,1634.01,1638.1,1567.39,1572.62,13053241,1153.2765
,181201,AMZN,2018-04-27 00:00:00+00:00,1634.01,1638.1,1567.39,1572.62,13053241,1158.8255
231.483,446598,AMZN,2025-09-15 00:00:00+00:00,230.625,233.73,230.32,231.43,33243328,1079.5335
225.0613,660516,AMZN,2025-10-09 00:00:00+00:00,224.995,228.21,221.75,227.74,46412122,1081.9205
220.4836,615447,AMZN,2025-07-08 00:00:00+00:00,223.915,224.0,218.43,219.36,45691987,1081.9805000000001
241.8493,667465,AMZN,2025-11-07 00:00:00+00:00,242.9,244.9,238.49,244.41,46374294,1014.3005
,181201,AMZN,2018-03-29 00:00:00+00:00,1406.0,1455.47,1365.2,1447.34,12581121,1006.767
,666781,AMZN,2025-05-30 00:00:00+00:00,204.84,205.99,201.695,205.01,51679406,937.117
221.2745,449631,AMZN,2025-10-23 00:00:00+00:00,219.0,221.3,218.18,221.09,31539999,868.271
,436643,AMZN,2025-03-25 00:00:00+00:00,203.595,206.21,203.22,205.71,31171161,798.6560000000001
224.8908,661385,AMZN,2025-07-11 00:00:00+00:00,223.58,226.6799,222.37,225.02,50518307,726.6305
221.5154,722930,AMZN,2025-10-21 00:00:00+00:00,218.43,223.32,217.99,222.03,50494565,654.4554999999999
168.9513,268773,AMZN,2010-10-22 00:00:00+00:00,162.45,170.17,162.27,169.13,16318400,575.1375
197.5866,402719,AMZN,2025-03-28 00:00:00+00:00,198.42,199.26,191.881,192.72,52548226,501.497
,185886,AMZN,1999-12-03 00:00:00+00:00,92.5,93.38,86.06,86.56,11151200,406.08399999999995
244.8242,697593,AMZN,2025-11-06 00:00:00+00:00,249.155,250.38,242.17,243.04,46004203,407.964
,149377,AMZN,2018-03-29 00:00:00+00:00,1406.0,1455.47,1365.2,1447.34,12581121,469.07
,191652,AMZN,2019-06-03 00:00:00+00:00,1760.01,1766.29,1672.0,1692.69,9098708,543.4535
,155873,AMZN,2018-03-29 00:00:00+00:00,1406.0,1455.47,1365.2,1447.34,12581121,604.516
,134068,AMZN,2018-04-27 00:00:00+00:00,1634.01,1638.1,1567.39,1572.62,13053241,672.2909999999999
,141543,AMZN,2018-04-27 00:00:00+00:00,1634.01,1638.1,1567.39,1572.62,13053241,672.2909999999999
,152516,AMZN,2018-04-27 00:00:00+00:00,1634.01,1638.1,1567.39,1572.62,13053241,672.2909999999999
225.0547,524365,AMZN,2024-12-06 00:00:00+00:00,220.75,227.15,220.6,227.03,44178069,672.071
214.6135,475101,AMZN,2025-06-18 00:00:00+00:00,215.09,217.96,212.34,212.52,44360509,671.3100000000001
221.536,520136,AMZN,2025-09-29 00:00:00+00:00,220.08,222.6,219.3,222.17,44259177,671.4504999999999
182.6453,638386,AMZN,2025-04-11 00:00:00+00:00,179.93,185.86,178.0,184.87,50594339,668.4735
214.5142,639055,AMZN,2025-08-05 00:00:00+00:00,213.05,216.3,212.87,213.75,51505121,606.794
228.5492,637304,AMZN,2025-09-22 00:00:00+00:00,230.56,230.565,227.51,227.63,45914506,607.925
216.4153,713414,AMZN,2025-10-14 00:00:00+00:00,215.555,219.32,212.6,216.39,45665580,607.6899999999999
215.5816,727130,AMZN,2025-10-15 00:00:00+00:00,216.62,217.71,212.66,215.57,45909469,608.183
213.0165,671699,AMZN,2025-10-17 00:00:00+00:00,214.56,214.8,211.03,213.04,45986944,607.584
173.0685,514822,AMZN,2024-04-25 00:00:00+00:00,169.68,173.92,166.32,173.67,49249390,605.1659999999999
226.4985,507705,AMZN,2025-08-20 00:00:00+00:00,227.12,227.27,220.915,223.81,36604319,607.9
79.6781,184024,AMZN,1999-12-30 00:00:00+00:00,84.63,85.13,78.5,79.06,9256600,602.217
223.1357,553279,AMZN,2025-08-22 00:00:00+00:00,222.79,229.14,220.82,228.84,37315341,609.3309999999999
231.8188,661486,AMZN,2025-01-27 00:00:00+00:00,226.21,235.61,225.86,235.42,49428332,608.95
201.4557,688560,AMZN,2025-03-06 00:00:00+00:00,204.4,205.77,198.3015,200.7,49863755,546.6179999999999
221.0059,695256,AMZN,2025-09-24 00:00:00+00:00,224.15,224.56,219.45,220.21,49509033,472.99399999999997
196.8215,668549,AMZN,2025-03-11 00:00:00+00:00,193.9,200.18,193.4,196.59,54002880,410.45649999999995
194.287,710850,AMZN,2025-04-02 00:00:00+00:00,187.66,198.34,187.66,196.01,53679198,341.626
210.9585,403524,AMZN,2025-02-27 00:00:00+00:00,218.35,219.97,208.37,208.74,40548571,273.432
199.7579,293405,AMZN,2011-05-16 00:00:00+00:00,200.54,200.9,191.37,192.51,9386400,204.4265
92.853,153875,AMZN,1999-12-03 00:00:00+00:00,92.5,93.38,86.06,86.56,11151200,197.403
,496232,AMZN,2025-03-25 00:00:00+00:00,203.595,206.21,203.22,205.71,31171161,197.0625
217.7121,774965,AMZN,2025-02-21 00:00:00+00:00,223.28,223.31,214.74,216.58,55323850,196.783
87.2857,157305,AMZN,1999-12-01 00:00:00+00:00,87.25,87.63,81.97,85.0,10663600,191.7895
,526287,AMZN,2025-09-05 00:00:00+00:00,235.19,236.0,231.93,232.33,36721802,192.7185
222.3346,594669,AMZN,2025-07-16 00:00:00+00:00,225.875,226.1,222.18,223.19,39535926,192.4965
67.6251,172974,AMZN,2008-07-16 00:00:00+00:00,66.94,72.75,66.84,71.84,12038900,185.269
90.5736,350379,AMZN,2008-01-08 00:00:00+00:00,87.55,91.83,86.93,87.88,12283300,178.8845
196.3836,437297,AMZN,2024-07-16 00:00:00+00:00,195.59,196.62,192.24,193.02,33994714,177.8835
201.4092,615608,AMZN,2025-03-12 00:00:00+00:00,200.72,201.52,195.29,198.89,43679284,179.1445
,367864,AMZN,2007-09-05 00:00:00+00:00,82.24,84.89,82.22,83.75,9062200,172.1415
197.5866,402719,AMZN,2011-12-01 00:00:00+00:00,191.85,198.075,191.59,197.13,7327700,178.04500000000002
,142299,AMZN,2020-03-20 00:00:00+00:00,1926.31,1957.0,1820.73,1846.09,9817850,258.90749999999997
,166755,AMZN,2020-03-20 00:00:00+00:00,1926.31,1957.0,1820.73,1846.09,9817850,339.441
218.1621,553275,AMZN,2024-12-04 00:00:00+00:00,215.96,220.0,215.75,218.16,48745716,340.31399999999996
189.585,328515,AMZN,2012-01-18 00:00:00+00:00,181.94,190.25,181.12,189.44,7473500,338.77549999999997
,173076,AMZN,2022-04-29 00:00:00+00:00,2596.98,2615.22,2432.5,2485.63,13633086,453.22749999999996
,172882,AMZN,2022-04-29 00:00:00+00:00,2596.98,2615.22,2432.5,2485.63,13633086,567.7085
,152106,AMZN,2022-04-29 00:00:00+00:00,2596.98,2615.22,2432.5,2485.63,13633086,681.553
,181201,AMZN,2022-04-29 00:00:00+00:00,2596.98,2615.22,2432.5,2485.63,13633086,796.2090000000001
230.0365,782147,AMZN,2025-10-29 00:00:00+00:00,231.672,232.82,227.76,230.3,52036151,803.396
193.9821,678644,AMZN,2025-03-28 00:00:00+00:00,198.42,199.26,191.881,192.72,52548226,802.7465
218.7149,721783,AMZN,2025-09-25 00:00:00+00:00,220.06,220.67,216.47,218.15,52226328,802.825
250.9671,777708,AMZN,2025-11-04 00:00:00+00:00,250.38,257.01,248.66,249.32,51546311,811.0409999999999
166.9255,726774,AMZN,2025-04-21 00:00:00+00:00,169.6,169.6,165.285,167.32,48126111,807.7905
229.1297,488184,AMZN,2025-09-22 00:00:00+00:00,230.56,230.565,227.51,227.63,45914506,808.0125
,160289,AMZN,2022-01-21 00:00:00+00:00,2999.0,3018.0,2841.408,2852.86,8198572,947.0635
227.8553,362555,AMZN,2025-01-27 00:00:00+00:00,226.21,235.61,225.86,235.42,49428332,954.4405
,272781,AMZN,2020-03-12 00:00:00+00:00,1721.98,1765.0,1675.0,1676.61,11346214,1028.62
212.6792,743293,AMZN,2011-08-03 00:00:00+00:00,212.97,214.83,205.54,209.96,8197100,1029.1735
,223577,AMZN,2019-02-01 00:00:00+00:00,1638.88,1673.06,1622.01,1626.23,11506213,1106.2975000000001
,201788,AMZN,2019-02-01 00:00:00+00:00,1638.88,1673.06,1622.01,1626.23,11506213,1177.7525
,250127,AMZN,2019-02-01 00:00:00+00:00,1638.88,1673.06,1622.01,1626.23,11506213,1166.7595
,262085,AMZN,2020-07-20 00:00:00+00:00,3000.2,3201.36,2994.02,3196.84,7488703,1234.297
226.885,490974,AMZN,2024-12-24 00:00:00+00:00,226.94,229.14,226.13,229.05,15007497,1234.8415
188.4964,499932,AMZN,2024-06-24 00:00:00+00:00,189.33,191.0,185.33,185.57,50610379,1234.648
231.6848,488104,AMZN,2025-07-29 00:00:00+00:00,234.15,234.72,230.31,231.01,33716220,1121.917
,226108,AMZN,2019-02-01 00:00:00+00:00,1638.88,1673.06,1622.01,1626.23,11506213,1078.9470000000001
,526644,AMZN,2024-04-02 00:00:00+00:00,179.07,180.79,178.3762,180.69,31929759,963.7
,768933,AMZN,2024-12-04 00:00:00+00:00,215.96,220.0,215.75,218.16,48745716,850.3264999999999
,276384,AMZN,2020-10-30 00:00:00+00:00,3157.75,3167.004,3019.0,3036.15,8396081,990.619
221.5154,722930,AMZN,2025-02-21 00:00:00+00:00,223.28,223.31,214.74,216.58,55323850,991.8119999999999
,236103,AMZN,2018-12-20 00:00:00+00:00,1484.0,1509.5,1432.69,1460.83,9991833,1053.9460000000001
170.1052,521290,AMZN,2011-12-29 00:00:00+00:00,169.62,174.55,166.97,173.86,8209300,1050.1730000000002
197.7519,599001,AMZN,2024-06-28 00:00:00+00:00,197.73,198.85,192.5,193.25,76930192,1051.4695
,785670,AMZN,2025-03-21 00:00:00+00:00,192.9,196.99,192.52,196.21,60056917,1049.8985
220.398,455056,AMZN,2025-01-02 00:00:00+00:00,222.03,225.15,218.19,220.22,33956579,918.2665000000001
156.5491,465738,AMZN,2010-09-30 00:00:00+00:00,160.01,160.93,155.6,157.06,7606000,914.3484999999998
,204883,AMZN,2018-10-12 00:00:00+00:00,1808.0,1808.95,1742.53,1788.61,9444587,919.9485000000001
,204883,AMZN,2019-10-25 00:00:00+00:00,1697.55,1764.21,1695.0,1761.33,9626402,997.517
183.5563,330693,AMZN,2024-04-15 00:00:00+00:00,187.425,188.69,183.0,183.62,48052395,925.3865
,239949,AMZN,2020-10-30 00:00:00+00:00,3157.75,3167.004,3019.0,3036.15,8396081,995.8825
,236897,AMZN,2020-10-30 00:00:00+00:00,3157.75,3167.004,3019.0,3036.15,8396081,1066.3785
,243138,AMZN,2020-10-30 00:00:00+00:00,3157.75,3167.004,3019.0,3036.15,8396081,1058.344
234.4088,497761,AMZN,2025-01-30 00:00:00+00:00,237.14,237.95,232.22,234.64,32020728,1058.6235000000001
,264461,AMZN,2020-02-27 00:00:00+00:00,1934.38,1975.0,1882.76,1884.3,8143993,1143.56
222.8867,364406,AMZN,2025-07-08 00:00:00+00:00,223.915,224.0,218.43,219.36,45691987,1142.9775
,202296,AMZN,2018-10-12 00:00:00+00:00,1808.0,1808.95,1742.53,1788.61,9444587,1151.0965
,208959,AMZN,2020-03-18 00:00:00+00:00,1750.0,1841.66,1745.0,1830.0,9596297,1233.5620000000001
,212603,AMZN,2018-10-12 00:00:00+00:00,1808.0,1808.95,1742.53,1788.61,9444587,1312.0845000000002
230.4554,943438,AMZN,2025-02-07 00:00:00+00:00,232.5,234.81,228.06,229.15,77539276,1171.7345
189.9287,920467,AMZN,2025-05-02 00:00:00+00:00,191.435,192.88,186.4,189.98,77903487,1170.4045
218.1621,553275,AMZN,2025-09-25 00:00:00+00:00,220.06,220.67,216.47,218.15,52226328,1108.2705
220.886,371496,AMZN,2011-09-30 00:00:00+00:00,218.19,223.0,215.21,216.23,6550300,1110.389
,250271,AMZN,2020-10-30 00:00:00+00:00,3157.75,3167.004,3019.0,3036.15,8396081,1252.534
,661486,AMZN,2025-10-10 00:00:00+00:00,226.21,228.25,216.0,216.37,72367511,1253.542
213.1312,1046525,AMZN,2025-08-04 00:00:00+00:00,217.4,217.44,211.42,211.65,77890146,1253.1135
,229058,AMZN,2018-03-28 00:00:00+00:00,1447.0,1455.9,1386.17,1431.42,13705317,1316.8315
,239949,AMZN,2019-01-08 00:00:00+00:00,1664.69,1676.61,1616.61,1656.58,8881428,1310.23
,236897,AMZN,2019-01-08 00:00:00+00:00,1664.69,1676.61,1616.61,1656.58,8881428,1304.9924999999998
,243138,AMZN,2019-01-08 00:00:00+00:00,1664.69,1676.61,1616.61,1656.58,8881428,1378.6405
,515879,AMZN,2024-07-10 00:00:00+00:00,199.995,200.11,197.69,199.79,32883753,1236.8224999999998
,236103,AMZN,2018-11-20 00:00:00+00:00,1437.5,1534.75,1420.0,1495.46,10878823,1159.788
,237022,AMZN,2018-02-02 00:00:00+00:00,1477.39,1498.0,1414.0,1429.95,10915962,1079.4779999999998
,223577,AMZN,2018-02-02 00:00:00+00:00,1477.39,1498.0,1414.0,1429.95,10915962,1139.2435
,223577,AMZN,2018-11-20 00:00:00+00:00,1437.5,1534.75,1420.0,1495.46,10878823,1119.8015
216.0254,560148,AMZN,2025-08-05 00:00:00+00:00,213.05,216.3,212.87,213.75,51505121,1119.521
,305584,AMZN,2019-10-25 00:00:00+00:00,1697.55,1764.21,1695.0,1761.33,9626402,1118.157
185.0444,475754,AMZN,2024-04-05 00:00:00+00:00,182.38,186.27,181.97,185.07,42072115,1035.9105
236.6232,268955,AMZN,2012-07-27 00:00:00+00:00,225.25,238.34,224.5,237.32,11313900,958.3459999999999
,237022,AMZN,2018-11-20 00:00:00+00:00,1437.5,1534.75,1420.0,1495.46,10878823,1021.6614999999999
,236103,AMZN,2018-02-02 00:00:00+00:00,1477.39,1498.0,1414.0,1429.95,10915962,1083.66
,236897,AMZN,2018-11-07 00:00:00+00:00,1673.0,1759.23,1664.08,1755.49,8192234,1160.527
,226108,AMZN,2020-03-12 00:00:00+00:00,1721.98,1765.0,1675.0,1676.61,11346214,1233.5459999999998
211.3283,501667,AMZN,2011-10-04 00:00:00+00:00,209.62,215.0,200.43,212.5,8711600,1092.3635
188.4964,499932,AMZN,2024-09-19 00:00:00+00:00,190.04,190.99,188.47,189.87,39543168,1091.0385
187.9962,489569,AMZN,2011-11-23 00:00:00+00:00,193.06,194.6,187.89,188.99,8011300,1089.9054999999998
,774965,AMZN,2025-10-21 00:00:00+00:00,218.43,223.32,217.99,222.03,50494565,1029.4360000000001
,284116,AMZN,2018-02-09 00:00:00+00:00,1373.49,1383.5,1265.93,1339.6,13787886,1013.5869999999999
,261756,AMZN,2018-02-09 00:00:00+00:00,1373.49,1383.5,1265.93,1339.6,13787886,997.7379999999999
,276384,AMZN,2018-02-09 00:00:00+00:00,1373.49,1383.5,1265.93,1339.6,13787886,981.8890000000001
,377156,AMZN,2018-10-11 00:00:00+00:00,1724.0,1755.4,1685.1,1719.36,13935872,1057.8675
250.9671,777708,AMZN,2013-04-29 00:00:00+00:00,254.9,257.01,249.15,249.74,7117000,995.5814999999999
,229058,AMZN,2020-03-12 00:00:00+00:00,1721.98,1765.0,1675.0,1676.61,11346214,1007.9145000000001
,201788,AMZN,2020-03-12 00:00:00+00:00,1721.98,1765.0,1675.0,1676.61,11346214,1020.2475000000001
,1335699,AMZN,2025-02-10 00:00:00+00:00,230.545,233.92,229.2,233.14,35419926,957.1315000000001
239.6771,610786,AMZN,2025-11-07 00:00:00+00:00,242.9,244.9,238.49,244.41,46374294,958.6645000000001
235.7195,630487,AMZN,2025-02-03 00:00:00+00:00,234.06,239.25,232.9,237.42,37285868,882.4689999999998
,278831,AMZN,2020-03-12 00:00:00+00:00,1721.98,1765.0,1675.0,1676.61,11346214,957.0459999999999
,204883,AMZN,2018-07-27 00:00:00+00:00,1876.05,1880.05,1806.53,1817.27,9680959,1036.0435
,208959,AMZN,2020-02-28 00:00:00+00:00,1814.63,1889.76,1811.13,1883.75,9493797,1055.458
,208959,AMZN,2018-10-12 00:00:00+00:00,1808.0,1808.95,1742.53,1788.61,9444587,1073.391
,211921,AMZN,2020-03-18 00:00:00+00:00,1750.0,1841.66,1745.0,1830.0,9596297,1077.1164999999999
,199259,AMZN,2020-10-12 00:00:00+00:00,3349.94,3496.24,3339.55,3442.93,8364198,1165.4325000000001
,197011,AMZN,2020-10-12 00:00:00+00:00,3349.94,3496.24,3339.55,3442.93,8364198,1326.9540000000002
231.7831,365765,AMZN,2025-01-22 00:00:00+00:00,232.02,235.44,231.19,235.01,41448217,1329.2109999999998
198.6947,736592,AMZN,2024-11-21 00:00:00+00:00,203.49,203.49,195.75,198.38,58800042,1329.6805
209.6983,800749,AMZN,2025-02-25 00:00:00+00:00,211.63,213.34,204.16,212.8,58957977,1329.2189999999998
197.6649,785670,AMZN,2025-03-07 00:00:00+00:00,199.49,202.2653,192.53,199.25,59802821,1272.2015
,214415,AMZN,2020-10-12 00:00:00+00:00,3349.94,3496.24,3339.55,3442.93,8364198,1377.368
234.0625,707968,AMZN,2025-09-04 00:00:00+00:00,231.185,235.77,230.78,235.68,59391779,1322.172
,198286,AMZN,2020-03-16 00:00:00+00:00,1641.51,1759.45,1626.03,1689.15,8917265,1320.6614999999997
,199259,AMZN,2020-03-16 00:00:00+00:00,1641.51,1759.45,1626.03,1689.15,8917265,1392.632
243.0077,401262,AMZN,2025-11-06 00:00:00+00:00,249.155,250.38,242.17,243.04,46004203,1320.9535
204.5318,493714,AMZN,2025-03-03 00:00:00+00:00,213.352,214.01,202.55,205.02,42948447,1247.374
,197011,AMZN,2020-03-16 00:00:00+00:00,1641.51,1759.45,1626.03,1689.15,8917265,1320.1744999999999
231.891,893852,AMZN,2025-11-17 00:00:00+00:00,233.25,234.6,229.19,232.87,59919018,1319.5975
205.1037,402368,AMZN,2025-05-29 00:00:00+00:00,208.025,208.81,204.23,205.7,34700005,1318.0115
,385913,AMZN,2025-07-21 00:00:00+00:00,225.835,229.69,225.65,229.3,40297556,1245.6460000000002
172.5684,396440,AMZN,2024-02-12 00:00:00+00:00,174.8,175.39,171.54,172.34,51050440,1163.3995
,191652,AMZN,2018-07-27 00:00:00+00:00,1876.05,1880.05,1806.53,1817.27,9680959,1160.0755
212.6792,743293,AMZN,2025-05-13 00:00:00+00:00,211.08,214.84,210.1,211.37,56193682,1081.2135
195.9514,277088,AMZN,2025-04-02 00:00:00+00:00,187.66,198.34,187.66,196.01,53679198,999.5139999999999
85.6676,216267,AMZN,2009-04-24 00:00:00+00:00,82.03,86.68,80.73,84.46,23484300,831.5904999999999
,199259,AMZN,2019-06-03 00:00:00+00:00,1760.01,1766.29,1672.0,1692.69,9098708,744.0785
195.3021,394835,AMZN,2025-03-21 00:00:00+00:00,192.9,196.99,192.52,196.21,60056917,742.1385
269.5125,687375,AMZN,2013-01-30 00:00:00+00:00,283.0,284.2,267.11,272.764,13075400,745.8576999999999
196.6063,490169,AMZN,2025-03-17 00:00:00+00:00,198.77,199.0,194.3247,195.74,47341752,745.0047000000001
,197011,AMZN,2018-11-07 00:00:00+00:00,1673.0,1759.23,1664.08,1755.49,8192234,822.8167
,241835,AMZN,2019-01-04 00:00:00+00:00,1530.0,1594.0,1518.31,1575.39,9182575,729.4397
222.5202,440451,AMZN,2025-09-02 00:00:00+00:00,223.52,226.17,221.83,225.34,38843883,728.9227
,803116,AMZN,2025-02-06 00:00:00+00:00,238.01,239.6599,236.01,238.83,60897095,656.4067
201.9283,872020,AMZN,2025-03-04 00:00:00+00:00,200.11,206.8,197.432,203.8,60853084,582.1392
193.5839,902822,AMZN,2025-03-10 00:00:00+00:00,195.6,196.73,190.85,194.54,61829231,579.7142
230.502,738785,AMZN,2025-08-14 00:00:00+00:00,227.4,233.11,227.02,230.98,61545824,581.0122
231.8609,806586,AMZN,2025-09-10 00:00:00+00:00,237.515,237.68,229.0962,230.33,60907714,508.0712
,261756,AMZN,2020-10-12 00:00:00+00:00,3349.94,3496.24,3339.55,3442.93,8364198,668.5742
201.7121,406917,AMZN,2012-03-26 00:00:00+00:00,196.48,202.97,195.5,202.87,7613700,668.4327000000001
,276384,AMZN,2020-10-12 00:00:00+00:00,3349.94,3496.24,3339.55,3442.93,8364198,829.1142
