ts_utc,firstPrice,last,max,min,avg_price,tradeCount,volume_shares,DateTimeUTC,HighPx,LowPx,OPEN_PRICE,ClosePx,VWAP,VOL,num_trades
2021-12-23 18:30:00+00:00,61.145,61.13,61.15,61.09,61.1259,1550,174502.0,2022-10-28 12:00:00+00:00,110.4997,108.0015,109.743,109.6,109.9154,153787.0,1259
2023-03-01 17:15:00+00:00,111.33,111.07,111.38,111.0533,111.2206,2240,174425.0,2022-08-24 20:00:00+00:00,98.58,98.27,98.27,98.58,98.578,153888.0,84
2021-12-29 18:45:00+00:00,61.29,61.285,61.3251,61.23,61.2687,1733,206086.0,2021-11-29 21:45:00+00:00,61.59,61.55,61.59,61.59,61.5888,102730.0,9
2021-12-29 18:45:00+00:00,61.29,61.285,61.3251,61.23,61.2687,1733,206086.0,2021-12-30 21:15:00+00:00,60.92,60.79,60.8,60.89,60.7952,103968.0,65
2021-12-29 18:45:00+00:00,61.29,61.285,61.3251,61.23,61.2687,1733,206086.0,2022-03-10 13:00:00+00:00,84.05,82.45,83.9,83.85,83.7455,104249.0,702
2021-12-29 18:45:00+00:00,61.29,61.285,61.3251,61.23,61.2687,1733,206086.0,2022-06-10 20:30:00+00:00,100.52,100.42,100.5,100.48,100.457,102484.0,63
2021-12-29 18:45:00+00:00,61.29,61.285,61.3251,61.23,61.2687,1733,206086.0,2022-11-08 21:15:00+00:00,114.0,113.89,113.98,113.98,113.9937,102903.0,42
2021-12-30 18:45:00+00:00,61.0447,61.08,61.11,61.04,61.0763,1652,207479.0,2021-12-23 21:15:00+00:00,61.1,61.03,61.08,61.09,61.0248,110306.0,112
2021-12-30 18:45:00+00:00,61.0447,61.08,61.11,61.04,61.0763,1652,207479.0,2022-02-24 14:00:00+00:00,79.0,78.46,78.83,78.98,78.7542,108176.0,1581
2021-12-30 18:45:00+00:00,61.0447,61.08,61.11,61.04,61.0763,1652,207479.0,2022-03-07 13:00:00+00:00,87.08,85.15,85.4099,85.19,85.5786,110730.0,1073
2021-12-30 18:45:00+00:00,61.0447,61.08,61.11,61.04,61.0763,1652,207479.0,2022-03-07 13:15:00+00:00,85.29,84.45,85.28,84.57,84.7234,109652.0,1033
2021-12-30 18:45:00+00:00,61.0447,61.08,61.11,61.04,61.0763,1652,207479.0,2022-03-07 21:30:00+00:00,87.2,86.95,86.95,87.17,87.1161,109241.0,207
2022-08-25 17:00:00+00:00,98.38,98.42,98.53,98.2799,98.4018,2641,207782.0,2021-12-23 21:15:00+00:00,61.1,61.03,61.08,61.09,61.0248,110306.0,112
2022-08-25 17:00:00+00:00,98.38,98.42,98.53,98.2799,98.4018,2641,207782.0,2022-02-24 14:00:00+00:00,79.0,78.46,78.83,78.98,78.7542,108176.0,1581
2022-08-25 17:00:00+00:00,98.38,98.42,98.53,98.2799,98.4018,2641,207782.0,2022-03-07 13:00:00+00:00,87.08,85.15,85.4099,85.19,85.5786,110730.0,1073
2022-08-25 17:00:00+00:00,98.38,98.42,98.53,98.2799,98.4018,2641,207782.0,2022-03-07 13:15:00+00:00,85.29,84.45,85.28,84.57,84.7234,109652.0,1033
2022-08-25 17:00:00+00:00,98.38,98.42,98.53,98.2799,98.4018,2641,207782.0,2022-03-07 21:30:00+00:00,87.2,86.95,86.95,87.17,87.1161,109241.0,207
2022-09-12 17:15:00+00:00,97.8388,97.78,97.85,97.5799,97.6967,2728,208258.0,2021-12-23 21:15:00+00:00,61.1,61.03,61.08,61.09,61.0248,110306.0,112
2022-09-12 17:15:00+00:00,97.8388,97.78,97.85,97.5799,97.6967,2728,208258.0,2022-03-07 13:00:00+00:00,87.08,85.15,85.4099,85.19,85.5786,110730.0,1073
2022-09-12 17:15:00+00:00,97.8388,97.78,97.85,97.5799,97.6967,2728,208258.0,2022-03-07 13:15:00+00:00,85.29,84.45,85.28,84.57,84.7234,109652.0,1033
2022-09-12 17:15:00+00:00,97.8388,97.78,97.85,97.5799,97.6967,2728,208258.0,2022-03-07 21:30:00+00:00,87.2,86.95,86.95,87.17,87.1161,109241.0,207
2022-09-12 17:15:00+00:00,97.8388,97.78,97.85,97.5799,97.6967,2728,208258.0,2022-05-31 13:15:00+00:00,99.0,98.4,98.7,98.6,98.7157,112301.0,756
2022-10-12 16:45:00+00:00,98.1438,98.42,98.5301,98.1321,98.4064,2572,208732.0,2022-05-31 13:15:00+00:00,99.0,98.4,98.7,98.6,98.7157,112301.0,756
2022-10-12 16:45:00+00:00,98.1438,98.42,98.5301,98.1321,98.4064,2572,208732.0,2023-10-17 20:00:00+00:00,111.4,111.39,111.39,111.39,111.313,111936.0,60
2022-11-08 17:15:00+00:00,113.37,113.5499,113.57,113.21,113.406,2833,206810.0,2021-11-29 21:45:00+00:00,61.59,61.55,61.59,61.59,61.5888,102730.0,9
2022-11-08 17:15:00+00:00,113.37,113.5499,113.57,113.21,113.406,2833,206810.0,2021-12-30 21:15:00+00:00,60.92,60.79,60.8,60.89,60.7952,103968.0,65
2022-11-08 17:15:00+00:00,113.37,113.5499,113.57,113.21,113.406,2833,206810.0,2022-02-24 14:00:00+00:00,79.0,78.46,78.83,78.98,78.7542,108176.0,1581
2022-11-08 17:15:00+00:00,113.37,113.5499,113.57,113.21,113.406,2833,206810.0,2022-03-08 14:15:00+00:00,89.08,88.42,88.58,88.99,88.7162,105706.0,1713
2022-11-08 17:15:00+00:00,113.37,113.5499,113.57,113.21,113.406,2833,206810.0,2022-03-10 13:00:00+00:00,84.05,82.45,83.9,83.85,83.7455,104249.0,702
2022-11-16 19:00:00+00:00,112.4411,112.615,112.76,112.33,112.5509,3026,208688.0,2022-05-31 13:15:00+00:00,99.0,98.4,98.7,98.6,98.7157,112301.0,756
2022-11-16 19:00:00+00:00,112.4411,112.615,112.76,112.33,112.5509,3026,208688.0,2023-10-17 20:00:00+00:00,111.4,111.39,111.39,111.39,111.313,111936.0,60
2022-12-19 18:45:00+00:00,105.1036,105.17,105.185,105.065,105.132,2735,205594.0,2021-11-29 21:45:00+00:00,61.59,61.55,61.59,61.59,61.5888,102730.0,9
2022-12-19 18:45:00+00:00,105.1036,105.17,105.185,105.065,105.132,2735,205594.0,2022-06-10 20:30:00+00:00,100.52,100.42,100.5,100.48,100.457,102484.0,63
2022-12-19 18:45:00+00:00,105.1036,105.17,105.185,105.065,105.132,2735,205594.0,2023-04-27 20:00:00+00:00,117.02,116.83,116.87,116.83,116.8355,102386.0,145
2022-12-19 18:45:00+00:00,105.1036,105.17,105.185,105.065,105.132,2735,205594.0,2023-09-26 20:00:00+00:00,116.41,116.41,116.41,116.41,116.4099,102310.0,65
2022-12-27 16:15:00+00:00,109.7188,109.5499,109.74,109.445,109.5511,2887,206512.0,2021-11-29 21:45:00+00:00,61.59,61.55,61.59,61.59,61.5888,102730.0,9
2022-12-27 16:15:00+00:00,109.7188,109.5499,109.74,109.445,109.5511,2887,206512.0,2021-12-30 21:15:00+00:00,60.92,60.79,60.8,60.89,60.7952,103968.0,65
2022-12-27 16:15:00+00:00,109.7188,109.5499,109.74,109.445,109.5511,2887,206512.0,2022-03-08 14:15:00+00:00,89.08,88.42,88.58,88.99,88.7162,105706.0,1713
2022-12-27 16:15:00+00:00,109.7188,109.5499,109.74,109.445,109.5511,2887,206512.0,2022-03-09 13:15:00+00:00,85.1,84.4,85.08,84.5,84.6817,101326.0,814
2022-12-27 16:15:00+00:00,109.7188,109.5499,109.74,109.445,109.5511,2887,206512.0,2022-03-10 13:00:00+00:00,84.05,82.45,83.9,83.85,83.7455,104249.0,702
2022-12-28 19:00:00+00:00,108.78,108.48,108.8,108.41,108.5545,3036,206236.0,2021-11-29 21:45:00+00:00,61.59,61.55,61.59,61.59,61.5888,102730.0,9
2022-12-28 19:00:00+00:00,108.78,108.48,108.8,108.41,108.5545,3036,206236.0,2021-12-30 21:15:00+00:00,60.92,60.79,60.8,60.89,60.7952,103968.0,65
2022-12-28 19:00:00+00:00,108.78,108.48,108.8,108.41,108.5545,3036,206236.0,2022-03-09 13:15:00+00:00,85.1,84.4,85.08,84.5,84.6817,101326.0,814
2022-12-28 19:00:00+00:00,108.78,108.48,108.8,108.41,108.5545,3036,206236.0,2022-03-10 13:00:00+00:00,84.05,82.45,83.9,83.85,83.7455,104249.0,702
2022-12-28 19:00:00+00:00,108.78,108.48,108.8,108.41,108.5545,3036,206236.0,2022-04-18 20:00:00+00:00,88.61,88.0,88.61,88.56,88.5423,105055.0,78
2023-01-11 18:30:00+00:00,110.52,110.7,110.7034,110.44,110.5536,3189,206094.0,2021-12-30 21:15:00+00:00,60.92,60.79,60.8,60.89,60.7952,103968.0,65
2023-01-11 18:30:00+00:00,110.52,110.7,110.7034,110.44,110.5536,3189,206094.0,2022-03-09 13:15:00+00:00,85.1,84.4,85.08,84.5,84.6817,101326.0,814
2023-01-11 18:30:00+00:00,110.52,110.7,110.7034,110.44,110.5536,3189,206094.0,2022-03-10 13:00:00+00:00,84.05,82.45,83.9,83.85,83.7455,104249.0,702
2023-01-11 18:30:00+00:00,110.52,110.7,110.7034,110.44,110.5536,3189,206094.0,2022-06-10 20:30:00+00:00,100.52,100.42,100.5,100.48,100.457,102484.0,63
2023-01-11 18:30:00+00:00,110.52,110.7,110.7034,110.44,110.5536,3189,206094.0,2022-11-08 21:15:00+00:00,114.0,113.89,113.98,113.98,113.9937,102903.0,42
2023-02-08 17:30:00+00:00,114.5,114.17,114.52,114.03,114.2632,2527,205923.0,2022-03-09 13:15:00+00:00,85.1,84.4,85.08,84.5,84.6817,101326.0,814
2023-02-08 17:30:00+00:00,114.5,114.17,114.52,114.03,114.2632,2527,205923.0,2022-06-10 20:30:00+00:00,100.52,100.42,100.5,100.48,100.457,102484.0,63
2023-02-08 17:30:00+00:00,114.5,114.17,114.52,114.03,114.2632,2527,205923.0,2022-11-08 21:15:00+00:00,114.0,113.89,113.98,113.98,113.9937,102903.0,42
2023-02-08 17:30:00+00:00,114.5,114.17,114.52,114.03,114.2632,2527,205923.0,2023-04-14 17:45:00+00:00,115.6799,115.43,115.46,115.535,115.5506,103051.0,1728
2023-02-08 17:30:00+00:00,114.5,114.17,114.52,114.03,114.2632,2527,205923.0,2023-04-27 20:00:00+00:00,117.02,116.83,116.87,116.83,116.8355,102386.0,145
2023-02-24 18:00:00+00:00,109.71,109.67,109.84,109.5773,109.7176,2183,205551.0,2022-06-10 20:30:00+00:00,100.52,100.42,100.5,100.48,100.457,102484.0,63
2023-02-24 18:00:00+00:00,109.71,109.67,109.84,109.5773,109.7176,2183,205551.0,2023-04-27 20:00:00+00:00,117.02,116.83,116.87,116.83,116.8355,102386.0,145
2023-02-24 18:00:00+00:00,109.71,109.67,109.84,109.5773,109.7176,2183,205551.0,2023-09-26 20:00:00+00:00,116.41,116.41,116.41,116.41,116.4099,102310.0,65
2023-03-07 18:00:00+00:00,112.42,112.0758,112.44,112.04,112.1847,2515,205849.0,2022-03-09 13:15:00+00:00,85.1,84.4,85.08,84.5,84.6817,101326.0,814
2023-03-07 18:00:00+00:00,112.42,112.0758,112.44,112.04,112.1847,2515,205849.0,2022-11-08 21:15:00+00:00,114.0,113.89,113.98,113.98,113.9937,102903.0,42
2023-03-07 18:00:00+00:00,112.42,112.0758,112.44,112.04,112.1847,2515,205849.0,2023-04-14 17:45:00+00:00,115.6799,115.43,115.46,115.535,115.5506,103051.0,1728
2023-03-07 18:00:00+00:00,112.42,112.0758,112.44,112.04,112.1847,2515,205849.0,2023-04-27 20:00:00+00:00,117.02,116.83,116.87,116.83,116.8355,102386.0,145
2023-03-07 18:00:00+00:00,112.42,112.0758,112.44,112.04,112.1847,2515,205849.0,2023-08-22 20:00:00+00:00,108.48,108.05,108.1,108.05,108.2955,103304.0,64
2023-03-22 15:45:00+00:00,106.68,106.56,106.9,106.56,106.7394,2879,207419.0,2021-12-23 21:15:00+00:00,61.1,61.03,61.08,61.09,61.0248,110306.0,112
2023-03-22 15:45:00+00:00,106.68,106.56,106.9,106.56,106.7394,2879,207419.0,2022-02-24 14:00:00+00:00,79.0,78.46,78.83,78.98,78.7542,108176.0,1581
2023-03-22 15:45:00+00:00,106.68,106.56,106.9,106.56,106.7394,2879,207419.0,2022-03-07 13:00:00+00:00,87.08,85.15,85.4099,85.19,85.5786,110730.0,1073
2023-03-22 15:45:00+00:00,106.68,106.56,106.9,106.56,106.7394,2879,207419.0,2022-03-07 13:15:00+00:00,85.29,84.45,85.28,84.57,84.7234,109652.0,1033
2023-03-22 15:45:00+00:00,106.68,106.56,106.9,106.56,106.7394,2879,207419.0,2022-03-07 21:30:00+00:00,87.2,86.95,86.95,87.17,87.1161,109241.0,207
2023-03-23 17:45:00+00:00,104.32,103.87,104.37,103.84,104.0655,2692,207274.0,2021-12-23 21:15:00+00:00,61.1,61.03,61.08,61.09,61.0248,110306.0,112
2023-03-23 17:45:00+00:00,104.32,103.87,104.37,103.84,104.0655,2692,207274.0,2022-02-24 14:00:00+00:00,79.0,78.46,78.83,78.98,78.7542,108176.0,1581
2023-03-23 17:45:00+00:00,104.32,103.87,104.37,103.84,104.0655,2692,207274.0,2022-03-07 13:15:00+00:00,85.29,84.45,85.28,84.57,84.7234,109652.0,1033
2023-03-23 17:45:00+00:00,104.32,103.87,104.37,103.84,104.0655,2692,207274.0,2022-03-07 21:30:00+00:00,87.2,86.95,86.95,87.17,87.1161,109241.0,207
2023-03-23 17:45:00+00:00,104.32,103.87,104.37,103.84,104.0655,2692,207274.0,2022-03-08 14:15:00+00:00,89.08,88.42,88.58,88.99,88.7162,105706.0,1713
2023-03-31 17:00:00+00:00,109.68,109.58,109.69,109.51,109.5882,2675,207492.0,2022-03-07 13:00:00+00:00,87.08,85.15,85.4099,85.19,85.5786,110730.0,1073
2023-03-31 17:00:00+00:00,109.68,109.58,109.69,109.51,109.5882,2675,207492.0,2022-03-08 14:15:00+00:00,89.08,88.42,88.58,88.99,88.7162,105706.0,1713
2023-03-31 17:00:00+00:00,109.68,109.58,109.69,109.51,109.5882,2675,207492.0,2022-05-09 20:15:00+00:00,84.63,84.46,84.63,84.46,84.4618,107008.0,36
2023-03-31 17:00:00+00:00,109.68,109.58,109.69,109.51,109.5882,2675,207492.0,2022-07-29 12:00:00+00:00,95.4,94.13,95.2,95.0,94.9462,106518.0,946
2023-03-31 17:00:00+00:00,109.68,109.58,109.69,109.51,109.5882,2675,207492.0,2022-10-05 13:00:00+00:00,96.5,95.28,95.38,95.56,95.8585,109356.0,1090
2023-04-10 17:15:00+00:00,114.7608,114.75,114.93,114.653,114.7892,2419,208833.0,2022-05-31 13:15:00+00:00,99.0,98.4,98.7,98.6,98.7157,112301.0,756
2023-04-10 18:30:00+00:00,114.67,114.6,114.7782,114.58,114.6706,2653,207664.0,2022-05-09 20:15:00+00:00,84.63,84.46,84.63,84.46,84.4618,107008.0,36
2023-04-10 18:30:00+00:00,114.67,114.6,114.7782,114.58,114.6706,2653,207664.0,2022-05-31 13:15:00+00:00,99.0,98.4,98.7,98.6,98.7157,112301.0,756
2023-04-10 18:30:00+00:00,114.67,114.6,114.7782,114.58,114.6706,2653,207664.0,2022-07-29 12:00:00+00:00,95.4,94.13,95.2,95.0,94.9462,106518.0,946
2023-04-10 18:30:00+00:00,114.67,114.6,114.7782,114.58,114.6706,2653,207664.0,2022-10-05 13:00:00+00:00,96.5,95.28,95.38,95.56,95.8585,109356.0,1090
2023-04-10 18:30:00+00:00,114.67,114.6,114.7782,114.58,114.6706,2653,207664.0,2022-11-29 21:00:00+00:00,110.63,110.52,110.52,110.607,110.5402,110003.0,79
2023-04-12 18:00:00+00:00,115.51,115.62,115.64,115.4,115.5231,3124,206257.0,2022-04-18 20:00:00+00:00,88.61,88.0,88.61,88.56,88.5423,105055.0,78
2023-04-12 18:00:00+00:00,115.51,115.62,115.64,115.4,115.5231,3124,206257.0,2022-05-09 20:00:00+00:00,84.63,84.44,84.49,84.61,84.4693,105225.0,104
2023-04-12 18:00:00+00:00,115.51,115.62,115.64,115.4,115.5231,3124,206257.0,2022-11-08 21:15:00+00:00,114.0,113.89,113.98,113.98,113.9937,102903.0,42
2023-04-12 18:00:00+00:00,115.51,115.62,115.64,115.4,115.5231,3124,206257.0,2023-04-14 17:45:00+00:00,115.6799,115.43,115.46,115.535,115.5506,103051.0,1728
2023-04-12 18:00:00+00:00,115.51,115.62,115.64,115.4,115.5231,3124,206257.0,2023-04-27 20:00:00+00:00,117.02,116.83,116.87,116.83,116.8355,102386.0,145
2023-04-14 16:00:00+00:00,115.68,115.49,115.79,115.4,115.5987,2573,207917.0,2022-07-27 20:30:00+00:00,91.55,91.51,91.53,91.51,91.5692,113494.0,12
2023-04-14 16:00:00+00:00,115.68,115.49,115.79,115.4,115.5987,2573,207917.0,2022-10-05 13:00:00+00:00,96.5,95.28,95.38,95.56,95.8585,109356.0,1090
2023-04-14 16:00:00+00:00,115.68,115.49,115.79,115.4,115.5987,2573,207917.0,2022-11-29 21:00:00+00:00,110.63,110.52,110.52,110.607,110.5402,110003.0,79
2023-04-14 16:00:00+00:00,115.68,115.49,115.79,115.4,115.5987,2573,207917.0,2023-06-12 20:00:00+00:00,106.44,106.3,106.44,106.3,106.4199,109993.0,45
2023-04-14 16:00:00+00:00,115.68,115.49,115.79,115.4,115.5987,2573,207917.0,2023-10-04 20:15:00+00:00,111.5,111.3,111.46,111.3,111.4907,108073.0,73
2023-04-17 16:45:00+00:00,114.86,114.91,115.02,114.74,114.9694,2777,206726.0,2022-03-08 14:15:00+00:00,89.08,88.42,88.58,88.99,88.7162,105706.0,1713
2023-04-17 16:45:00+00:00,114.86,114.91,115.02,114.74,114.9694,2777,206726.0,2022-04-18 20:00:00+00:00,88.61,88.0,88.61,88.56,88.5423,105055.0,78
2023-04-17 16:45:00+00:00,114.86,114.91,115.02,114.74,114.9694,2777,206726.0,2022-05-09 20:00:00+00:00,84.63,84.44,84.49,84.61,84.4693,105225.0,104
2023-04-17 16:45:00+00:00,114.86,114.91,115.02,114.74,114.9694,2777,206726.0,2022-05-09 20:15:00+00:00,84.63,84.46,84.63,84.46,84.4618,107008.0,36
