ts_utc,firstPrice,last,max,min,avg_price,tradeCount,volume_shares,DateTimeUTC,HighPx,LowPx,OPEN_PRICE,ClosePx,VWAP,VOL,num_trades
2023-04-17 16:45:00+00:00,114.86,114.91,115.02,114.74,114.9694,2777,206726.0,2022-07-29 12:00:00+00:00,95.4,94.13,95.2,95.0,94.9462,106518.0,946
2023-05-10 18:30:00+00:00,107.56,107.6833,107.72,107.505,107.6279,3112,206431.0,2022-04-18 20:00:00+00:00,88.61,88.0,88.61,88.56,88.5423,105055.0,78
2023-05-10 18:30:00+00:00,107.56,107.6833,107.72,107.505,107.6279,3112,206431.0,2022-05-09 20:00:00+00:00,84.63,84.44,84.49,84.61,84.4693,105225.0,104
2023-05-10 18:30:00+00:00,107.56,107.6833,107.72,107.505,107.6279,3112,206431.0,2023-03-01 23:00:00+00:00,110.92,110.89,110.92,110.92,110.8905,105771.0,19
2023-05-10 18:30:00+00:00,107.56,107.6833,107.72,107.505,107.6279,3112,206431.0,2023-04-14 17:45:00+00:00,115.6799,115.43,115.46,115.535,115.5506,103051.0,1728
2023-05-10 18:30:00+00:00,107.56,107.6833,107.72,107.505,107.6279,3112,206431.0,2023-08-22 20:00:00+00:00,108.48,108.05,108.1,108.05,108.2955,103304.0,64
2023-05-12 18:30:00+00:00,105.12,105.17,105.25,105.04,105.1463,2757,206669.0,2022-04-18 20:00:00+00:00,88.61,88.0,88.61,88.56,88.5423,105055.0,78
2023-05-12 18:30:00+00:00,105.12,105.17,105.25,105.04,105.1463,2757,206669.0,2022-05-09 20:00:00+00:00,84.63,84.44,84.49,84.61,84.4693,105225.0,104
2023-05-12 18:30:00+00:00,105.12,105.17,105.25,105.04,105.1463,2757,206669.0,2022-05-09 20:15:00+00:00,84.63,84.46,84.63,84.46,84.4618,107008.0,36
2023-05-12 18:30:00+00:00,105.12,105.17,105.25,105.04,105.1463,2757,206669.0,2022-07-29 12:00:00+00:00,95.4,94.13,95.2,95.0,94.9462,106518.0,946
2023-05-12 18:30:00+00:00,105.12,105.17,105.25,105.04,105.1463,2757,206669.0,2023-03-01 23:00:00+00:00,110.92,110.89,110.92,110.92,110.8905,105771.0,19
2023-05-19 18:15:00+00:00,106.155,106.196,106.3499,106.0401,106.2081,2756,208189.0,2022-10-05 13:00:00+00:00,96.5,95.28,95.38,95.56,95.8585,109356.0,1090
2023-05-19 18:15:00+00:00,106.155,106.196,106.3499,106.0401,106.2081,2756,208189.0,2022-11-29 21:00:00+00:00,110.63,110.52,110.52,110.607,110.5402,110003.0,79
2023-05-19 18:15:00+00:00,106.155,106.196,106.3499,106.0401,106.2081,2756,208189.0,2023-06-12 20:00:00+00:00,106.44,106.3,106.44,106.3,106.4199,109993.0,45
2023-05-19 18:15:00+00:00,106.155,106.196,106.3499,106.0401,106.2081,2756,208189.0,2023-10-17 20:00:00+00:00,111.4,111.39,111.39,111.39,111.313,111936.0,60
2023-05-19 18:15:00+00:00,106.155,106.196,106.3499,106.0401,106.2081,2756,208189.0,2023-10-23 20:00:00+00:00,109.52,109.13,109.22,109.52,109.4493,112779.0,104
2023-05-22 16:00:00+00:00,106.22,106.17,106.38,106.1,106.237,2528,206751.0,2022-05-09 20:00:00+00:00,84.63,84.44,84.49,84.61,84.4693,105225.0,104
2023-05-22 16:00:00+00:00,106.22,106.17,106.38,106.1,106.237,2528,206751.0,2022-05-09 20:15:00+00:00,84.63,84.46,84.63,84.46,84.4618,107008.0,36
2023-05-22 16:00:00+00:00,106.22,106.17,106.38,106.1,106.237,2528,206751.0,2022-07-29 12:00:00+00:00,95.4,94.13,95.2,95.0,94.9462,106518.0,946
2023-05-22 16:00:00+00:00,106.22,106.17,106.38,106.1,106.237,2528,206751.0,2023-03-01 23:00:00+00:00,110.92,110.89,110.92,110.92,110.8905,105771.0,19
2023-05-22 16:00:00+00:00,106.22,106.17,106.38,106.1,106.237,2528,206751.0,2023-04-14 17:45:00+00:00,115.6799,115.43,115.46,115.535,115.5506,103051.0,1728
2023-05-25 17:15:00+00:00,105.91,106.15,106.19,105.9,106.0334,2582,207818.0,2022-10-05 13:00:00+00:00,96.5,95.28,95.38,95.56,95.8585,109356.0,1090
2023-05-25 17:15:00+00:00,105.91,106.15,106.19,105.9,106.0334,2582,207818.0,2022-11-29 21:00:00+00:00,110.63,110.52,110.52,110.607,110.5402,110003.0,79
2023-05-25 17:15:00+00:00,105.91,106.15,106.19,105.9,106.0334,2582,207818.0,2023-06-12 20:00:00+00:00,106.44,106.3,106.44,106.3,106.4199,109993.0,45
2023-05-25 17:15:00+00:00,105.91,106.15,106.19,105.9,106.0334,2582,207818.0,2023-10-04 20:15:00+00:00,111.5,111.3,111.46,111.3,111.4907,108073.0,73
2023-05-25 17:15:00+00:00,105.91,106.15,106.19,105.9,106.0334,2582,207818.0,2023-10-17 20:00:00+00:00,111.4,111.39,111.39,111.39,111.313,111936.0,60
2023-05-26 17:30:00+00:00,105.12,104.975,105.19,104.95,105.0601,2506,206902.0,2023-03-01 23:00:00+00:00,110.92,110.89,110.92,110.92,110.8905,105771.0,19
2023-05-26 17:30:00+00:00,105.12,104.975,105.19,104.95,105.0601,2506,206902.0,2023-08-22 20:00:00+00:00,108.48,108.05,108.1,108.05,108.2955,103304.0,64
2023-05-26 17:30:00+00:00,105.12,104.975,105.19,104.95,105.0601,2506,206902.0,2023-10-04 20:15:00+00:00,111.5,111.3,111.46,111.3,111.4907,108073.0,73
2023-05-26 17:30:00+00:00,105.12,104.975,105.19,104.95,105.0601,2506,206902.0,2023-10-13 13:15:00+00:00,108.09,107.7025,107.8,108.03,107.9273,103986.0,655
2023-06-05 16:00:00+00:00,105.81,105.95,105.973,105.74,105.8644,2821,207208.0,2022-11-29 21:00:00+00:00,110.63,110.52,110.52,110.607,110.5402,110003.0,79
2023-06-05 16:00:00+00:00,105.81,105.95,105.973,105.74,105.8644,2821,207208.0,2023-03-01 23:00:00+00:00,110.92,110.89,110.92,110.92,110.8905,105771.0,19
2023-06-05 16:00:00+00:00,105.81,105.95,105.973,105.74,105.8644,2821,207208.0,2023-06-12 20:00:00+00:00,106.44,106.3,106.44,106.3,106.4199,109993.0,45
2023-06-05 16:00:00+00:00,105.81,105.95,105.973,105.74,105.8644,2821,207208.0,2023-10-04 20:15:00+00:00,111.5,111.3,111.46,111.3,111.4907,108073.0,73
2023-06-09 16:30:00+00:00,107.71,107.96,108.01,107.7,107.8865,3270,207681.0,2023-06-12 20:00:00+00:00,106.44,106.3,106.44,106.3,106.4199,109993.0,45
2023-06-09 16:30:00+00:00,107.71,107.96,108.01,107.7,107.8865,3270,207681.0,2023-10-04 20:15:00+00:00,111.5,111.3,111.46,111.3,111.4907,108073.0,73
2023-06-09 16:30:00+00:00,107.71,107.96,108.01,107.7,107.8865,3270,207681.0,2023-10-17 20:00:00+00:00,111.4,111.39,111.39,111.39,111.313,111936.0,60
2023-07-12 18:45:00+00:00,106.7,106.63,106.7,106.56,106.625,2882,205585.0,2023-09-26 20:00:00+00:00,116.41,116.41,116.41,116.41,116.4099,102310.0,65
2023-07-21 20:00:00+00:00,103.905,103.84,104.04,103.7495,103.8784,115,208510.0,2022-07-27 20:30:00+00:00,91.55,91.51,91.53,91.51,91.5692,113494.0,12
2023-07-21 20:00:00+00:00,103.905,103.84,104.04,103.7495,103.8784,115,208510.0,2022-12-09 21:15:00+00:00,103.6,103.54,103.54,103.59,103.5408,114382.0,35
2023-07-21 20:00:00+00:00,103.905,103.84,104.04,103.7495,103.8784,115,208510.0,2023-10-23 20:00:00+00:00,109.52,109.13,109.22,109.52,109.4493,112779.0,104
2023-08-07 16:15:00+00:00,107.061,106.99,107.09,106.96,107.0173,2760,207984.0,2022-07-27 20:30:00+00:00,91.55,91.51,91.53,91.51,91.5692,113494.0,12
2023-08-07 16:15:00+00:00,107.061,106.99,107.09,106.96,107.0173,2760,207984.0,2023-10-23 20:00:00+00:00,109.52,109.13,109.22,109.52,109.4493,112779.0,104
2023-08-21 17:30:00+00:00,108.415,108.38,108.4886,108.32,108.3945,3384,207839.0,2023-10-23 20:00:00+00:00,109.52,109.13,109.22,109.52,109.4493,112779.0,104
2023-08-22 17:00:00+00:00,108.9875,108.6725,108.9875,108.66,108.7912,3012,205846.0,2023-08-22 20:00:00+00:00,108.48,108.05,108.1,108.05,108.2955,103304.0,64
2023-08-22 17:00:00+00:00,108.9875,108.6725,108.9875,108.66,108.7912,3012,205846.0,2023-09-26 20:00:00+00:00,116.41,116.41,116.41,116.41,116.4099,102310.0,65
2023-08-25 18:45:00+00:00,108.57,108.65,108.68,108.44,108.5843,3461,206979.0,2023-08-22 20:00:00+00:00,108.48,108.05,108.1,108.05,108.2955,103304.0,64
2023-08-25 18:45:00+00:00,108.57,108.65,108.68,108.44,108.5843,3461,206979.0,2023-10-13 13:15:00+00:00,108.09,107.7025,107.8,108.03,107.9273,103986.0,655
2023-09-12 20:00:00+00:00,117.55,117.6,117.65,117.39,117.4981,155,207050.0,2023-10-13 13:15:00+00:00,108.09,107.7025,107.8,108.03,107.9273,103986.0,655
2023-09-14 20:00:00+00:00,118.53,118.52,118.56,118.52,118.4539,109,206643.0,2023-09-26 20:00:00+00:00,116.41,116.41,116.41,116.41,116.4099,102310.0,65
2023-09-14 20:00:00+00:00,118.53,118.52,118.56,118.52,118.4539,109,206643.0,2023-10-13 13:15:00+00:00,108.09,107.7025,107.8,108.03,107.9273,103986.0,655
2023-09-19 19:00:00+00:00,117.11,117.01,117.14,116.935,117.0235,3256,207721.0,2023-10-23 20:00:00+00:00,109.52,109.13,109.22,109.52,109.4493,112779.0,104
