ticker,open,high,low,close,volume,vwap,timestamp,transactions,otc
AAPL,248.93,249.1,219.38,236.0,1198924345.0,233.5141,2025-01-01 05:00:00+00:00,12998546,
AAPL,229.99,250.0,225.7,241.84,861643747.0,238.2912,2025-02-01 05:00:00+00:00,9692716,
AAPL,241.79,244.0272,208.42,222.13,1114581945.0,222.2281,2025-03-01 05:00:00+00:00,12670553,
AAPL,219.805,225.19,169.2101,212.5,1606861641.0,196.1527,2025-04-01 04:00:00+00:00,20028406,
AAPL,209.08,214.56,193.25,200.85,1195888806.0,203.5674,2025-05-01 04:00:00+00:00,14047150,
AAPL,200.28,207.39,195.07,205.17,1100504397.0,200.9246,2025-06-01 04:00:00+00:00,12510756,
AAPL,206.665,216.23,206.1401,207.57,1079934610.0,211.2603,2025-07-01 04:00:00+00:00,12540151,
AAPL,210.865,235.12,201.5,232.14,1218125232.0,222.6343,2025-08-01 04:00:00+00:00,13152247,
AAPL,229.25,257.6,225.95,254.63,1265536438.0,242.2541,2025-09-01 04:00:00+00:00,13842004,
AAPL,255.04,277.32,244.0,270.37,1097135314.0,259.474,2025-10-01 04:00:00+00:00,15234446,
AAPL,270.42,276.699,265.32,270.4,581410342.0,270.6429,2025-11-01 04:00:00+00:00,8663274,
AMZN,222.03,241.77,216.2,237.68,652249193.0,228.3395,2025-01-01 05:00:00+00:00,8396440,
AMZN,234.06,242.52,204.16,212.28,783009102.0,224.7749,2025-02-01 05:00:00+00:00,10459211,
AMZN,213.352,214.01,184.4,190.26,965887697.0,197.7712,2025-03-01 05:00:00+00:00,12331254,
AMZN,187.86,198.34,161.38,184.42,1312274700.0,179.8336,2025-04-01 04:00:00+00:00,16823746,
AMZN,190.63,214.84,183.85,205.01,937104052.0,200.0671,2025-05-01 04:00:00+00:00,11826184,
AMZN,204.98,223.82,202.68,219.39,870802903.0,214.1641,2025-06-01 04:00:00+00:00,10108456,
AMZN,219.5,236.53,217.93,234.11,856015740.0,226.5726,2025-07-01 04:00:00+00:00,11280962,
AMZN,217.21,234.08,211.42,229.0,877727758.0,222.7716,2025-08-01 04:00:00+00:00,11517120,
AMZN,223.52,238.85,216.47,219.57,965100094.0,227.9903,2025-09-01 04:00:00+00:00,12002271,
AMZN,217.36,250.5,211.03,244.22,1196875759.0,225.5556,2025-10-01 04:00:00+00:00,16948434,
AMZN,255.36,258.6,218.52,221.5,601913376.0,242.0703,2025-11-01 04:00:00+00:00,9071534,
GOOGL,190.65,205.48,187.36,204.02,500060304.0,195.7941,2025-01-01 05:00:00+00:00,6767523,
GOOGL,200.69,207.05,166.77,170.28,628780290.0,183.9749,2025-02-01 05:00:00+00:00,8786353,
GOOGL,171.925,174.97,150.662,154.64,731750101.0,164.5893,2025-03-01 05:00:00+00:00,9492472,
GOOGL,153.62,166.1,140.53,158.8,841979565.0,153.8313,2025-04-01 04:00:00+00:00,12571657,
GOOGL,160.45,176.77,147.84,171.74,942808158.0,163.8096,2025-05-01 04:00:00+00:00,13073618,
GOOGL,167.84,181.23,162.0,176.23,847447897.0,172.6668,2025-06-01 04:00:00+00:00,10791247,
GOOGL,175.735,197.95,172.77,191.9,860113832.0,185.7363,2025-07-01 04:00:00+00:00,12125038,
GOOGL,189.025,214.645,187.82,212.91,617597601.0,202.1257,2025-08-01 04:00:00+00:00,9155506,
GOOGL,208.44,256.0,206.195,243.1,829465631.0,240.401,2025-09-01 04:00:00+00:00,12593153,
GOOGL,240.75,291.59,235.84,281.19,729574913.0,257.0407,2025-10-01 04:00:00+00:00,15351686,
GOOGL,282.175,303.81,270.7,293.84,443199090.0,284.8236,2025-11-01 04:00:00+00:00,9574205,
