ticker,open,high,low,close,volume,timestamp,sma_close_20
TSLA,425.5,441.4558,423.6,439.31,89331578.0,2025-10-17 00:00:00+00:00,435.68600000000004
TSLA,429.83,444.21,429.0301,442.79,93133570.0,2025-09-24 00:00:00+00:00,436.13950000000006
TSLA,435.24,435.35,419.08,423.39,96746426.0,2025-09-25 00:00:00+00:00,434.688
TSLA,428.3,440.47,421.02,440.4,101628160.0,2025-09-26 00:00:00+00:00,433.68050000000005
TSLA,444.35,450.98,439.5,443.21,79491510.0,2025-09-29 00:00:00+00:00,432.7655
TSLA,441.52,445.0,433.12,444.72,74357960.0,2025-09-30 00:00:00+00:00,432.9964999999999
TSLA,443.8,462.29,440.75,459.46,98122285.0,2025-10-01 00:00:00+00:00,433.1415
TSLA,470.54,470.75,435.57,436.0,137008950.0,2025-10-02 00:00:00+00:00,431.523
TSLA,443.285,446.77,416.575,429.83,133188180.0,2025-10-03 00:00:00+00:00,430.80150000000003
TSLA,440.75,453.55,436.69,453.25,85324878.0,2025-10-06 00:00:00+00:00,430.36049999999994
TSLA,447.82,452.68,432.4501,433.09,102296082.0,2025-10-07 00:00:00+00:00,429.7195
TSLA,437.57,441.33,425.23,438.69,71192128.0,2025-10-08 00:00:00+00:00,430.178
TSLA,431.81,436.35,426.18,435.54,69339928.0,2025-10-09 00:00:00+00:00,429.69350000000003
TSLA,436.54,443.13,411.45,413.49,112107870.0,2025-10-10 00:00:00+00:00,428.387
TSLA,423.53,436.89,419.7,435.9,79552785.0,2025-10-13 00:00:00+00:00,428.65199999999993
TSLA,426.79,434.2,417.86,429.24,72669438.0,2025-10-14 00:00:00+00:00,430.01450000000006
TSLA,434.9,440.51,426.3301,435.15,71558185.0,2025-10-15 00:00:00+00:00,431.5545
TSLA,434.73,439.35,421.3101,428.75,77189889.0,2025-10-16 00:00:00+00:00,431.04350000000005
TSLA,443.865,449.8,440.61,447.43,63718971.0,2025-10-20 00:00:00+00:00,437.6120000000001
TSLA,310.0,310.15,300.41,305.3,156966023.0,2025-07-24 00:00:00+00:00,430.747
TSLA,330.9,336.2,328.67,332.56,92553756.0,2025-07-23 00:00:00+00:00,425.40950000000004
TSLA,329.74,335.4098,321.55,332.11,77370371.0,2025-07-22 00:00:00+00:00,419.8755
TSLA,421.82,429.47,421.72,426.07,93131034.0,2025-09-19 04:00:00+00:00,420.0095
TSLA,431.11,444.98,429.13,434.21,97108777.0,2025-09-22 04:00:00+00:00,419.7
TSLA,439.88,440.97,423.72,425.85,83422691.0,2025-09-23 04:00:00+00:00,418.832
TSLA,429.83,444.21,429.0301,442.79,93133570.0,2025-09-24 04:00:00+00:00,418.73549999999994
TSLA,435.24,435.35,419.08,423.39,96746426.0,2025-09-25 04:00:00+00:00,416.93199999999996
TSLA,428.3,440.47,421.02,440.4,101628160.0,2025-09-26 04:00:00+00:00,417.15199999999993
TSLA,444.35,450.98,439.5,443.21,79491510.0,2025-09-29 04:00:00+00:00,417.821
TSLA,441.52,445.0,433.12,444.72,74357960.0,2025-09-30 04:00:00+00:00,417.3945
TSLA,443.8,462.29,440.75,459.46,98122285.0,2025-10-01 04:00:00+00:00,418.713
TSLA,470.54,470.75,435.57,436.0,137008950.0,2025-10-02 04:00:00+00:00,418.57849999999996
TSLA,443.285,446.77,416.575,429.83,133188180.0,2025-10-03 04:00:00+00:00,418.293
TSLA,440.75,453.55,436.69,453.25,85324878.0,2025-10-06 04:00:00+00:00,420.28100000000006
TSLA,447.82,452.68,432.4501,433.09,102296082.0,2025-10-07 04:00:00+00:00,420.1405
TSLA,437.57,441.33,425.23,438.69,71192128.0,2025-10-08 04:00:00+00:00,420.613
TSLA,431.81,436.35,426.18,435.54,69339928.0,2025-10-09 04:00:00+00:00,420.6325
TSLA,436.54,443.13,411.45,413.49,112107870.0,2025-10-10 04:00:00+00:00,419.8695000000001
TSLA,423.53,436.89,419.7,435.9,79552785.0,2025-10-13 04:00:00+00:00,419.293
TSLA,428.865,432.2199,416.56,416.85,90454509.0,2025-09-18 04:00:00+00:00,424.8705
TSLA,426.79,434.2,417.86,429.24,72669438.0,2025-10-14 04:00:00+00:00,429.7045
TSLA,415.75,428.312095,409.67,425.86,106133532.0,2025-09-17 04:00:00+00:00,434.392
TSLA,423.13,425.7,402.43,410.04,163823667.0,2025-09-15 04:00:00+00:00,433.59049999999996
TSLA,329.22,331.37,314.6,323.9,77481768.0,2025-08-20 04:00:00+00:00,428.075
TSLA,322.08,324.9,318.68,320.11,55744445.0,2025-08-21 04:00:00+00:00,422.788
TSLA,321.66,340.25,319.69,340.01,94016347.0,2025-08-22 04:00:00+00:00,417.649
TSLA,338.9,349.53,335.03,346.6,86670037.0,2025-08-25 04:00:00+00:00,413.8095
TSLA,344.93,351.9,343.72,351.67,76651550.0,2025-08-26 04:00:00+00:00,409.373
TSLA,351.94,355.39,349.156,349.6,65519012.0,2025-08-27 04:00:00+00:00,404.6925
TSLA,350.91,353.55,340.26,345.98,67903224.0,2025-08-28 04:00:00+00:00,399.7555
TSLA,347.23,348.7499,331.7,333.87,81145660.0,2025-08-29 04:00:00+00:00,393.476
TSLA,328.23,333.33,325.6,329.36,58391952.0,2025-09-02 04:00:00+00:00,388.144
TSLA,335.2,343.33,328.51,334.09,88733288.0,2025-09-03 04:00:00+00:00,383.35699999999997
TSLA,336.15,338.89,331.48,338.53,60711033.0,2025-09-04 04:00:00+00:00,377.621
TSLA,348.0,355.87,344.6801,350.84,108989785.0,2025-09-05 04:00:00+00:00,373.5085
TSLA,354.64,358.44,344.84,346.4,75208290.0,2025-09-08 04:00:00+00:00,368.894
TSLA,348.44,350.77,343.82,346.97,53815991.0,2025-09-09 04:00:00+00:00,364.46549999999996
TSLA,350.55,356.33,346.07,347.79,72121679.0,2025-09-10 04:00:00+00:00,361.18050000000005
TSLA,350.17,368.99,347.6,368.81,103756010.0,2025-09-11 04:00:00+00:00,357.826
TSLA,370.94,396.6899,370.24,395.94,168156391.0,2025-09-12 04:00:00+00:00,356.7805
TSLA,414.495,423.25,411.43,421.62,104285721.0,2025-09-16 04:00:00+00:00,356.39950000000005
TSLA,398.74,423.96,398.74,408.92,102214259.0,2025-11-17 00:00:00+00:00,355.5525
TSLA,434.9,440.51,426.3301,435.15,71558185.0,2025-10-15 04:00:00+00:00,356.808
TSLA,425.5,441.4558,423.6,439.31,89331578.0,2025-10-17 04:00:00+00:00,362.57849999999996
TSLA,405.38,408.9,393.71,401.25,80626850.0,2025-11-18 05:00:00+00:00,366.6355
TSLA,406.18,411.78,400.4016,405.9036,37251792.0,2025-11-19 05:00:00+00:00,369.93018
TSLA,319.9,325.5799,316.6,317.66,76695081.0,2025-06-30 00:00:00+00:00,368.48318
TSLA,298.46,305.89,293.21,300.71,145085665.0,2025-07-01 00:00:00+00:00,365.93518
TSLA,312.63,316.832,303.82,315.65,119483730.0,2025-07-02 00:00:00+00:00,364.23768
TSLA,317.99,318.45,312.76,315.35,58042302.0,2025-07-03 00:00:00+00:00,362.70618
TSLA,291.37,296.15,288.7701,293.94,131177949.0,2025-07-07 00:00:00+00:00,360.70968
TSLA,297.0,304.0499,294.35,297.81,103246742.0,2025-07-08 00:00:00+00:00,359.13218
TSLA,297.55,300.15,293.55,295.88,75586771.0,2025-07-09 00:00:00+00:00,357.22168
TSLA,300.05,310.48,300.0,309.87,104365271.0,2025-07-10 00:00:00+00:00,355.78868
TSLA,307.89,314.09,305.65,313.51,79236442.0,2025-07-11 00:00:00+00:00,353.92218
TSLA,317.73,322.5986,312.67,316.9,78043430.0,2025-07-14 00:00:00+00:00,352.44718
TSLA,319.675,321.2,310.5,310.78,77556346.0,2025-07-15 00:00:00+00:00,350.63768
TSLA,312.8,323.5,312.62,321.67,97284786.0,2025-07-16 00:00:00+00:00,349.33167999999995
TSLA,323.15,324.34,317.0601,319.41,73922870.0,2025-07-17 00:00:00+00:00,346.86168
TSLA,321.66,330.9,321.42,329.65,94254993.0,2025-07-18 00:00:00+00:00,343.54717999999997
TSLA,334.4,338.0,326.88,328.49,75768797.0,2025-07-21 00:00:00+00:00,338.89068
TSLA,398.74,423.96,398.74,408.92,102177569.0,2025-11-17 05:00:00+00:00,338.89068
TSLA,434.73,439.35,421.3101,428.75,77189889.0,2025-10-16 04:00:00+00:00,338.57068
TSLA,386.3,412.19,382.78,404.35,105506137.0,2025-11-14 05:00:00+00:00,336.82268000000005
